School Year,School Authority Category,School Authority Name,School Authority Code,Ungraded,ECS,Grade 1,Grade 2,Grade 3,Grade 4,Grade 5,Grade 6,Grade 7,Grade 8,Grade 9,Grade 10,Grade 11,Grade 12,Total
2016/2017,Charter,Almadina School Society ,6021,,59,100,119,132,149,124,120,97,116,94,,,,1110
2016/2017,Private,The Chinese Academy Foundation ,0010,,,,,,,,,,,,2,2,3,7
2016/2017,Private,Webber Academy Foundation ,0015,,123,62,87,64,62,62,80,65,69,68,76,66,51,935
2016/2017,Private,Tween Valley Fellowship/Tween Valley Christian School ,0016,,,29,15,19,20,22,15,22,16,10,11,6,10,195
2016/2017,Private,Third Academy International Ltd. ,0023,,,21,23,26,24,25,24,29,24,21,20,25,39,301
2016/2017,Private,Janus Academy Society ,0025,,,2,5,5,13,6,6,1,8,1,3,2,6,58
2016/2017,Private,Independent Baptist Christian Education Society ,0030,,17,123,120,132,125,107,101,103,80,93,95,72,97,1265
2016/2017,Private,Montessori Education Preschool & ECS Institute of Alberta ,0031,,88,,,,,,,,,,,,,88
2016/2017,Private,Mountain View Academy Society ,0035,,6,4,9,7,4,6,6,11,8,8,8,6,6,89
2016/2017,Private,Centre for Autism Services Alberta ,0049,,12,,,,,,,,,,,,,12
2016/2017,Private,The First Step Adult Education Center ,0059,,,,,,,,,,,,2,6,26,34
2016/2017,Private,Banbury Crossroads School ,0062,,4,1,4,,,4,5,,2,6,3,4,8,41
2016/2017,Private,Playcare ECS Ltd. ,0071,,25,,,,,,,,,,,,,25
2016/2017,Private,Slave Lake Koinonia Christian School Society ,0072,,5,6,8,5,7,5,12,8,4,3,6,,,69
2016/2017,Private,The Edge School For Athletes Society ,0074,,,,,,10,14,19,33,36,37,52,38,47,286
2016/2017,Private,New Heights School and Learning Services Society ,0077,,12,2,2,4,5,2,7,10,3,5,4,7,10,73
2016/2017,Private,Eastside City Church and Missionary Society ,0083,,9,6,3,6,8,9,4,8,5,1,,,2,61
2016/2017,Private,Aspire Special Needs Resource Centre ,0106,,56,,,,,,,,,,,,,56
2016/2017,Private,Foothills Alliance Kindergarten Society ,0108,,20,,,,,,,,,,,,,20
2016/2017,Private,Early Discoveries Childhood Services Ltd. ,0112,,81,,,,,,,,,,,,,81
2016/2017,Private,Edmonton Khalsa School Educational Association ,0116,,28,41,33,41,13,19,21,,,,,,,196
2016/2017,Private,Headway School Society of Alberta ,0118,,57,35,37,22,29,34,33,30,29,19,16,11,14,366
2016/2017,Private,Alberta Chung Wah School Society ,0125,,,,,,,,,,,,,,1,1
2016/2017,Private,Department of Communication Sciences and Disorders ,0128,,16,,,,,,,,,,,,,16
2016/2017,Private,Vermilion and Area Brighter Beginnings Society ,0132,,25,,,,,,,,,,,,,25
2016/2017,Private,Yufeng Chinese School Centre ,0137,,,5,11,5,5,5,9,10,6,8,8,1,8,81
2016/2017,Private,Yellowhead Koinonia Christian School Society ,0141,,9,13,8,12,6,10,7,10,3,8,1,3,3,93
2016/2017,Private,Lead Foundation ,0143,,122,,,,,,,,,,,,,122
2016/2017,Private,Calgary Urban Project Society ,0155,,51,,,,,,,,,,,,,51
2016/2017,Private,Bent Arrow Traditional Healing Society ,0157,,12,,,,,,,,,,,,,12
2016/2017,Private,Edmonton City Centre Church Corporation ,0159,,247,,,,,,,,,,,,,247
2016/2017,Private,Calgary Chinese Alliance School Society ,0164,,,,,,,,,,,,2,1,,3
2016/2017,Private,Chinese Cultural Promotion Society (CCPS) ,0166,,,,,,,,,,,,,,1,1
2016/2017,Private,ScCyber E-Learning Community ,0169,,,,,,,,,2,,,49,36,79,166
2016/2017,Private,The Canadian Montessori School Ltd. ,0170,,55,10,8,2,,,,,,,,,,75
2016/2017,Private,Behaviour Therapy and Learning Centre Ltd. ,0171,,17,,,,,,,,,,,,,17
2016/2017,Private,Phoenix Education Foundation ,0175,,17,37,26,26,21,19,25,25,11,22,12,16,10,267
2016/2017,Private,Okotoks Montessori Preschool Society ,0176,,85,,,,,,,,,,,,,85
2016/2017,Private,Access International College (Calgary) Incorporated ,0178,,,,,,,,,,,,2,,,2
2016/2017,Private,The Gray House Guild ,0182,,9,,,,,,,,,,,,,9
2016/2017,Private,Kirriemuir Altario Compeer School Project Society ,0193,,3,,,,,,,,,,,,,3
2016/2017,Private,I'm For Kids Team Ltd. ,0194,,695,,,,,,,,,,,,,695
2016/2017,Private,Children's Autism Services of Edmonton ,0197,,54,,,,,,,,,,,,,54
2016/2017,Private,Aspen Hill Montessori Casa ,0205,,7,,,,,,,,,,,,,7
2016/2017,Private,Khalsa School Calgary Educational Foundation ,0207,,42,44,66,46,51,43,32,27,23,24,,,,398
2016/2017,Private,Dalhousie Community Kindergarten Society ,0209,,13,,,,,,,,,,,,,13
2016/2017,Private,Aurora Learning Foundation ,0210,,,,,1,2,,2,,2,2,,2,2,13
2016/2017,Private,Aurora Learning Foundation (Calgary) ,0211,,,,,,1,5,3,1,,2,2,,1,15
2016/2017,Private,"Maria Montessori Education Centre of Calgary, Ltd. ",0212,,33,25,22,21,13,7,10,2,4,,,,,137
2016/2017,Private,Tanbridge Academy ,0213,,7,8,8,8,5,15,10,7,7,8,,,,83
2016/2017,Private,Montessori Projects of Alberta Ltd. ,0215,,23,,,,,,,,,,,,,23
2016/2017,Private,Woodpark Montessori Society ,0220,,9,,,,,,,,,,,,,9
2016/2017,Private,Atlas Learning Academy Ltd. ,0221,,15,13,8,10,8,6,,,,,,,,60
2016/2017,Private,Airdrie Foundation Four Early Childhood Intervention ,0223,,106,,,,,,,,,,,,,106
2016/2017,Private,Living Truth Christian School Society ,0233,,3,,1,2,5,3,4,4,7,4,4,2,2,41
2016/2017,Private,Asasa Learning ,0235,,185,16,22,15,15,7,2,,,,,,,262
2016/2017,Private,Big Plans for Little Kids Ltd. ,0237,,394,,,,,,,,,,,,,394
2016/2017,Private,Time to Play ECS ,0244,,31,,,,,,,,,,,,,31
2016/2017,Private,Muslim Association of Canada ,0249,,87,59,34,41,20,17,15,8,17,,,,,298
2016/2017,Private,Montessori Children's House Charity Foundation of Calgary ,0251,,35,,,,,,,,,,,,,35
2016/2017,Private,Kin-Dir Education Foundation ,0252,,224,,,,,,,,,,,,,224
2016/2017,Private,Seden Centre for Child Development and Wellness ,0254,,39,,,,,,,,,,,,,39
2016/2017,Private,Footprints for Learning Society ,0257,,51,47,48,49,36,30,16,20,15,8,,,,320
2016/2017,Private,The Alberta Ballet Company ,0258,,,,,,,,,15,11,18,19,14,14,91
2016/2017,Private,Waldorf Education Society of Edmonton ,0259,,35,32,28,24,27,12,20,8,,,,,,186
2016/2017,Private,Brooks Community Enrichment Foundation ,0265,,34,,,,,,,,,,,,,34
2016/2017,Private,Over the Rainbow Academy ,0269,,14,,,,,,,,,,,,,14
2016/2017,Private,Calgary Early Learning Centre Association ,0271,,19,,,,,,,,,,,,,19
2016/2017,Private,Canadian Collegiate Institute ,0276,,,,,,,,,,,,,,5,5
2016/2017,Private,The Renert School Foundation ,0278,,20,34,42,20,20,20,24,22,14,16,11,10,9,262
2016/2017,Private,Amiskwaciy Cultural Society ,0288,,73,,,,,,,,,,,,,73
2016/2017,Private,Airdrie Petits Amis Support Services ,0293,,5,,,,,,,,,,,,,5
